iter	RMSE
486	0.7421685955
487	0.7417605525
488	0.7411500294
489	0.7405626552
490	0.7396236887
491	0.739124664
492	0.7378062628
493	0.737143921
494	0.7364670322
495	0.735968324
496	0.7356659171
497	0.7350667956
498	0.734639237
499	0.7339951583
500	0.7334450513
501	0.7331351683
502	0.7326246445
503	0.7320058674
504	0.7313086198
505	0.7307502696
506	0.7303235059
507	0.7297961982
508	0.7292759433
509	0.728808074
510	0.728204031
511	0.7277854782
512	0.7272518583
513	0.7268351461
514	0.7261692096
515	0.725577116
516	0.725009113
517	0.7246699766
518	0.7238704611
519	0.7234497454
520	0.7229924662
521	0.7225548368
522	0.7221964984
523	0.7217424509
524	0.7211149559
525	0.7206855518
526	0.7202492268
527	0.7198371348
528	0.7192414586
529	0.7185990294
530	0.7183021277
531	0.7177820452
532	0.7172634266
533	0.716988278
534	0.716446512
535	0.7158028101
536	0.7153076871
537	0.7149471657
538	0.7146830267
539	0.7143074812
540	0.7136952582
541	0.7132567825
542	0.7129990767
543	0.7125655092
544	0.7116567876
545	0.7110917404
546	0.7105662465
547	0.7101755386
548	0.7098049508
549	0.7093389251
550	0.7088929983
551	0.7083659055
552	0.707949588
553	0.7075020088
554	0.7068986727
555	0.7065226008
556	0.7060433713
557	0.7055895328
558	0.7050445516
559	0.7046434875
560	0.7041465319
561	0.7037315701
562	0.7033465781
563	0.7029960148
564	0.7023973455
565	0.7018515089
566	0.7013594036
567	0.7010184364
568	0.7003558524
569	0.7000344835
570	0.6996555443
571	0.6992391239
572	0.6983375571
573	0.6978566324
574	0.697446357
575	0.6971724645
576	0.6967144007
577	0.6959643903
578	0.6954172492
579	0.6951221645
580	0.6945673046
581	0.6940585388
582	0.6936155111
583	0.6931774897
584	0.6928137268
585	0.6923131293
586	0.6919212329
587	0.6915209794
588	0.6901288434
589	0.6898209218
590	0.6892285666
591	0.6885758081
592	0.6881792024
593	0.6876650142
594	0.6870299994
595	0.6867310736
596	0.6864163148
597	0.6860744757
598	0.6857345878
599	0.685294433
600	0.6848775227
601	0.6844241792
602	0.6838873275
603	0.6835535353
604	0.6829570743
605	0.6827152293
606	0.6823897272
607	0.6819058278
608	0.6814290919
609	0.6809937061
610	0.680732486
611	0.6802957848
612	0.6799300678
613	0.6795560401
614	0.6788768937
615	0.6778836305
616	0.6774187285
617	0.6769883005
618	0.6765614959
619	0.6761905419
620	0.6758246237
621	0.6753847537
622	0.6751291402
623	0.67464897
624	0.6741882268
625	0.6736939235
626	0.6732966622
627	0.6728900934
628	0.672484865
629	0.67218082
630	0.6717805102
631	0.6714121736
632	0.6710276072
633	0.6703413089
634	0.6699482474
635	0.6696102087
636	0.6692084315
637	0.6688383372
638	0.6685022554
639	0.6680716666
640	0.6676569591
641	0.6674483278
642	0.6670985362
643	0.66684952
644	0.6666017163
645	0.6660341022
646	0.6656993406
647	0.6653783404
648	0.665037496
649	0.6647676371
650	0.6644297439
651	0.6639184941
652	0.6635682723
653	0.6633006838
654	0.6629896679
655	0.6624313841
656	0.6620599793
657	0.6616389037
658	0.6610985361
659	0.6605416341
660	0.6600758578
661	0.6597790814
662	0.6595571922
663	0.6590419171
664	0.6585813415
665	0.6581356151
666	0.6579204268
667	0.6575816285
668	0.6572953734
669	0.6568128577
670	0.6558657093
671	0.6555943265
672	0.6552533379
673	0.6548644783
674	0.6545666792
675	0.6542521288
676	0.6539083847
677	0.6535563158
678	0.653264233
679	0.6529452118
680	0.6525835421
681	0.6521547538
682	0.6517858053
683	0.6509518675
684	0.6505966817
685	0.650197505
686	0.6499877924
687	0.649754572
688	0.6494467409
689	0.649016142
690	0.6487563917
691	0.6484216943
692	0.6480958982
693	0.6475295898
694	0.6471877859
695	0.6467670822
696	0.6464297991
697	0.646053733
698	0.6455893808
699	0.6451399536
700	0.6449057633
701	0.644564653
702	0.6442812345
703	0.6440392478
704	0.6436229845
705	0.6432777117
706	0.6428562243
707	0.6425756539
708	0.642354586
709	0.6418927345
710	0.6413478578
711	0.6408939151
712	0.6405797153
713	0.6403239672
714	0.6399342792
715	0.6395820067
716	0.6392666005
717	0.6389475589
718	0.6384698061
719	0.6382117751
720	0.6378458701
721	0.6375806494
722	0.63731335
723	0.6366901385
724	0.6364271479
725	0.6360552169
726	0.6356369493
727	0.6352506564
728	0.6349185366
729	0.634675154
730	0.6343272184
731	0.6338443992
732	0.6334672491
733	0.6330850861
734	0.6327117254
735	0.632404973
736	0.63221078
737	0.6318906694
738	0.6315766928
739	0.6312486414
740	0.6306716483
741	0.6303563544
742	0.6300574711
743	0.6297405259
744	0.6293462551
745	0.6288599004
746	0.6285453998
747	0.6281023748
748	0.6277616046
749	0.6274128202
750	0.6270322336
751	0.626774837
752	0.6262434516
753	0.6259828082
754	0.625704592
755	0.6254201734
756	0.6251829367
757	0.6248123594
758	0.6243361173
759	0.6240677543
760	0.6237591915
761	0.6234783969
762	0.6231201407
763	0.622761475
764	0.6224674366
765	0.6222431008
766	0.6219768517
767	0.6217167786
768	0.620937478
769	0.6206654618
770	0.6203539047
771	0.6201060893
772	0.6197727036
773	0.619523404
774	0.6193099676
775	0.6190452699
776	0.6186131351
777	0.618245245
778	0.6180542894
779	0.6176419622
780	0.6174266898
781	0.6170997295
782	0.6167621996
783	0.616511868
784	0.6162355649
785	0.6159965194
786	0.6157495915
787	0.6153943913
788	0.6149547143
789	0.6144554397
790	0.6142004699
791	0.6139610066
792	0.6137443558
793	0.613492472
794	0.6132979187
795	0.6129987057
796	0.6126891335
797	0.6123842517
798	0.6120015813
799	0.6118228556
800	0.611563755
801	0.6113262952
802	0.6109277282
803	0.6106432872
804	0.6102882441
805	0.6100239908
806	0.6098578683
807	0.6096537868
808	0.6091977357
809	0.6089249117
810	0.6086727607
811	0.6083034445
812	0.6079503569
813	0.6073393919
814	0.6070032909
815	0.6067414412
816	0.6064468747
817	0.6062276412
818	0.6059762194
819	0.6056344399
820	0.6053508659
821	0.6050514046
822	0.6048153341
823	0.6045367485
824	0.6042596323
825	0.6040346854
826	0.6037578162
827	0.6033910858
828	0.6030978801
829	0.6028049215
830	0.602607365
831	0.6023166107
832	0.6019884142
833	0.6015583466
834	0.6013062015
835	0.6010130173
836	0.6007642852
837	0.6005345549
838	0.6003374804
839	0.6000706354
840	0.5998460293
841	0.5995841804
842	0.5992798916
843	0.599112871
844	0.5983701226
845	0.5981006429
846	0.5978376666
847	0.5972627076
848	0.5969853664
849	0.5967071453
850	0.5964872622
851	0.596216693
852	0.5960148859
853	0.5957688209
854	0.5954797445
855	0.5952339319
856	0.5950905145
857	0.5948078126
858	0.5944465717
859	0.5941001771
860	0.5937752316
861	0.5935628579
862	0.5933728477
863	0.5931370224
864	0.5929914939
865	0.5927629624
866	0.5924145983
867	0.5921694869
868	0.5918241628
869	0.5915814112
870	0.5912601172
871	0.5909876609
872	0.5907669843
873	0.5905441213
874	0.590274715
875	0.5899182884
876	0.5897116413
877	0.5893500858
878	0.5890015254
879	0.5887003112
880	0.5884868916
881	0.5882330459
882	0.5880196765
883	0.5877771974
884	0.5875013304
885	0.58711287
886	0.5868598964
887	0.5866524875
888	0.5863852114
889	0.5860987033
890	0.5858863904
891	0.5856118663
892	0.5853881813
893	0.5850691968
894	0.5848748551
895	0.5846375779
896	0.5843770381
897	0.5841600226
898	0.5839322439
899	0.5836735936
900	0.5833915928
901	0.5830251808
902	0.5827138178
903	0.5824716136
904	0.5819552015
905	0.5816591673
906	0.5813444324
907	0.5810864231
908	0.5808935031
909	0.5806833962
910	0.5804916883
911	0.5802399076
912	0.5799776685
913	0.5798173396
914	0.579555223
915	0.5792594417
916	0.5789660645
917	0.5787934474
918	0.5785625829
919	0.5783476803
920	0.5781057523
921	0.5777457591
922	0.5774195429
923	0.5771292551
924	0.5769059735
925	0.5765944809
926	0.5762868942
927	0.576057781
928	0.5758611133
929	0.5755829671
930	0.5753203233
931	0.5751530741
932	0.5749637884
933	0.5746295142
934	0.5744060722
935	0.5741004376
936	0.5738463526
937	0.5736908131
938	0.5733365514
939	0.5730989338
940	0.5728444585
941	0.5725964935
942	0.5723722259
943	0.5720481131
944	0.5717963027
945	0.5716408429
946	0.5714550218
947	0.5712513447
948	0.571031117
949	0.5708913279
950	0.570687028
951	0.5704678342
952	0.5702437501
953	0.5700662651
954	0.5698953948
955	0.5696895338
956	0.5694256193
957	0.5691703371
958	0.5689476273
959	0.5685320445
960	0.5684021845
961	0.56823187
962	0.5680377088
963	0.5678650001
964	0.5674012595
965	0.5672093756
966	0.5669444474
967	0.5666585859
968	0.5664851465
969	0.5662934718
970	0.5660878835
971	0.5658917768
972	0.5656377637
973	0.5654096094
974	0.5652681125
975	0.5650589866
976	0.5648474002
977	0.5645971975
978	0.5641692556
979	0.5639934212
980	0.5637480318
981	0.5635839486
982	0.5633432666
983	0.5630928565
984	0.5628214784
985	0.5625376206
986	0.562394096
987	0.5621714009
988	0.5620562881
989	0.5618860779
990	0.5616430976
991	0.5613480009
992	0.561152131
993	0.5609483549
994	0.5607524368
995	0.5604901818
996	0.560313971
997	0.5599068672
998	0.559658802
999	0.5594829058
