iter	RMSE
250	0.9521396153
251	0.9509687807
252	0.9500295225
253	0.948766695
254	0.947265674
255	0.9450441788
256	0.9440122433
257	0.942522972
258	0.9413936393
259	0.940154697
260	0.9386156092
261	0.9372001342
262	0.9359724925
263	0.9345233479
264	0.933256915
265	0.9322083673
266	0.9311396317
267	0.9295774605
268	0.9278555994
269	0.9262824864
270	0.9247387024
271	0.9233097381
272	0.9225144907
273	0.9210694402
274	0.9203134864
275	0.9188432179
276	0.9179616902
277	0.9165914503
278	0.9150961562
279	0.9142467559
280	0.9132494914
281	0.9125481835
282	0.9110684726
283	0.9102110978
284	0.9089890095
285	0.9079250632
286	0.9069839769
287	0.9056961966
288	0.9046902289
289	0.9028509678
290	0.9012856049
291	0.9001805553
292	0.8987775175
293	0.8977092087
294	0.8967132344
295	0.8957094943
296	0.8947633184
297	0.8937899809
298	0.8925266066
299	0.8917684287
300	0.8908290499
301	0.8892466406
302	0.888308237
303	0.8870765699
304	0.8862092246
305	0.8853031922
306	0.8841966496
307	0.8832620831
308	0.8822846469
309	0.8812895135
310	0.8799473097
311	0.8788048552
312	0.8779130458
313	0.8768660747
314	0.8761592342
315	0.8750613657
316	0.8744576936
317	0.8734981386
318	0.8723232538
319	0.8715250665
320	0.8705644371
321	0.8697190734
322	0.8688212888
323	0.868001672
324	0.8669822795
325	0.8662942306
326	0.8655036888
327	0.8642294873
328	0.8633247627
329	0.8624313026
330	0.8610917399
331	0.8590828111
332	0.8580657419
333	0.8572080244
334	0.8563202494
335	0.8555630437
336	0.8547632633
337	0.853932578
338	0.8528866372
339	0.851751673
340	0.8510516443
341	0.8500126611
342	0.8491704738
343	0.8482864689
344	0.8474218284
345	0.8465437974
346	0.8455266722
347	0.8443171211
348	0.843426742
349	0.8428074358
350	0.8420683822
351	0.8414781716
352	0.8408133071
353	0.8396858868
354	0.8389412785
355	0.8379469809
356	0.8367737801
357	0.8359884346
358	0.8353677673
359	0.8344267985
360	0.8332944928
361	0.832397596
362	0.8314981521
363	0.8306119855
364	0.8296904742
365	0.8287548986
366	0.8278655254
367	0.8272584003
368	0.8265571454
369	0.8259010175
370	0.8253424912
371	0.8242375313
372	0.8235464745
373	0.8223567675
374	0.8219648722
375	0.8213781666
376	0.8198269209
377	0.819138336
378	0.8185497147
379	0.8176286749
380	0.8168185693
381	0.8161914435
382	0.8155665535
383	0.8149271779
384	0.8139921573
385	0.8132057681
386	0.812068465
387	0.8114218433
388	0.8108127841
389	0.810110977
390	0.8089580739
391	0.8081235254
392	0.8073318887
393	0.8060972394
394	0.8056502541
395	0.8050585345
396	0.8042960412
397	0.8036350819
398	0.8029169063
399	0.8025431327
400	0.8019893898
401	0.8010382871
402	0.8002746816
403	0.7992928969
404	0.7983788208
405	0.7976796262
406	0.7967789223
407	0.7955893973
408	0.7948941576
409	0.794217293
410	0.7919767566
411	0.7914993874
412	0.7903853022
413	0.7897663251
414	0.7891144454
415	0.7882741468
416	0.7873667242
417	0.7868038824
418	0.7859821778
419	0.785389037
420	0.784761457
421	0.7839120847
422	0.7832494456
423	0.7825940836
424	0.7821084516
425	0.7813244284
426	0.7805810374
427	0.779799064
428	0.7793145498
429	0.7785538297
430	0.7781161811
431	0.7774360306
432	0.776795161
433	0.7762835011
434	0.7752839767
435	0.7746144812
436	0.7741862707
437	0.7732766758
438	0.7725688225
439	0.7720199851
440	0.7714574138
441	0.7708671722
442	0.7703023157
443	0.7698410414
444	0.7691318012
445	0.7681974529
446	0.7677421328
447	0.7671932137
448	0.7666034289
449	0.7660537599
450	0.7650344575
451	0.7644567985
452	0.7638430927
453	0.7633255674
454	0.7628347395
455	0.7622252018
456	0.7614089124
457	0.7608030936
458	0.7601767378
459	0.7596367241
460	0.7590426621
461	0.7581642114
462	0.7577978515
463	0.7564476406
464	0.7557598328
465	0.7548522846
466	0.7542816196
467	0.7533870765
468	0.7528871131
469	0.7524672008
470	0.7519153376
471	0.7511564413
472	0.7506628208
473	0.7502093361
474	0.7494694913
475	0.7488338
476	0.7484149258
477	0.7479653573
478	0.7471150425
479	0.7466755838
480	0.7461215419
481	0.7455975228
482	0.7448013493
483	0.7442475013
484	0.7435781695
485	0.7431705334
486	0.7426666969
487	0.7420380932
488	0.7415876691
489	0.7407921524
490	0.74027763
491	0.7398868467
492	0.7395506918
493	0.7391365347
494	0.7385272315
495	0.7378129847
496	0.7372542493
497	0.7368091445
498	0.7361618281
499	0.735619861
500	0.7350515303
501	0.7345874135
502	0.7339003384
503	0.7334587293
504	0.7329799528
505	0.7324445777
506	0.7319502929
507	0.7311729213
508	0.7308446068
509	0.7303688527
510	0.7299620672
511	0.7294513569
512	0.7289067844
513	0.728376015
514	0.7277888847
515	0.7274100658
516	0.7269726366
517	0.7263875151
518	0.7256458412
519	0.7251617771
520	0.7246591366
521	0.7241955267
522	0.7238002155
523	0.7232935018
524	0.7228490115
525	0.7223948754
526	0.7220097035
527	0.7214470444
528	0.720948369
529	0.7205329561
530	0.7201646641
531	0.7196383669
532	0.7190918807
533	0.718615002
534	0.7178135895
535	0.7175013296
536	0.717023977
537	0.7163706111
538	0.7157249291
539	0.7153906715
540	0.7146358305
541	0.7137572383
542	0.7132412566
543	0.7127613193
544	0.7123684177
545	0.7120092978
546	0.7112927091
547	0.7109064024
548	0.7101884881
549	0.7095936795
550	0.7091226
551	0.7086717847
552	0.7081611323
553	0.7075332963
554	0.7072160591
555	0.706926322
556	0.7066311693
557	0.7062630479
558	0.705663579
559	0.7051502774
560	0.7048170392
561	0.704476257
562	0.7041028905
563	0.7037475426
564	0.7034403083
565	0.7029908841
566	0.7026076626
567	0.7021263801
568	0.7015669669
569	0.7010858731
570	0.70067813
571	0.7002170317
572	0.6998886149
573	0.6995105055
574	0.6989473837
575	0.6984672617
576	0.6979828558
577	0.6976346395
578	0.6972349571
579	0.69684089
580	0.696280224
581	0.6957191145
582	0.695250932
583	0.6947112789
584	0.6941660873
585	0.6936298396
586	0.6933109056
587	0.692909818
588	0.6925831649
589	0.692150117
590	0.6917542431
591	0.691395254
592	0.6908916295
593	0.6901838016
594	0.6897263752
595	0.6893499082
596	0.689030939
597	0.6886181765
598	0.688200626
599	0.6877559491
600	0.6874150084
601	0.6869303017
602	0.6864209059
603	0.6859615317
604	0.6854614452
605	0.6849414982
606	0.6845129707
607	0.6841623713
608	0.6838307715
609	0.6831905627
610	0.682894334
611	0.6823443073
612	0.6819515095
613	0.681455911
614	0.6810925428
615	0.6807462918
616	0.6802409278
617	0.6797236142
618	0.679226134
619	0.6785825977
620	0.6780759012
621	0.6777191853
622	0.6773197422
623	0.6766756088
624	0.6762785193
625	0.6760297694
626	0.6757504357
627	0.6754000629
628	0.6750324004
629	0.6746950277
630	0.6743339499
631	0.6738328287
632	0.673368092
633	0.6730271464
634	0.6724957749
635	0.671968841
636	0.6715617921
637	0.6711355679
638	0.6705980708
639	0.67010419
640	0.6695443992
641	0.6690808436
642	0.6686963365
643	0.6684248585
644	0.6680966739
645	0.6677230204
646	0.6674166908
647	0.6670840474
648	0.6666847541
649	0.6661841273
650	0.6658975853
651	0.6655054905
652	0.6648054795
653	0.6645067252
654	0.6642248222
655	0.6638942486
656	0.6635766348
657	0.6633094323
658	0.6629839359
659	0.6624952482
660	0.6622395386
661	0.6618243234
662	0.6614780992
663	0.6611680171
664	0.6607934003
665	0.6604810917
666	0.6601656641
667	0.6598695934
668	0.6594753914
669	0.6590207321
670	0.658484848
671	0.6581401204
672	0.6578246929
673	0.6573713967
674	0.6570997388
675	0.6567791505
676	0.6564120038
677	0.6560528496
678	0.6557501584
679	0.6554751416
680	0.6548504838
681	0.6544900174
682	0.6541970893
683	0.6538648614
684	0.6536138406
685	0.6530438874
686	0.6525152223
687	0.6521577755
688	0.6517894426
689	0.6514308144
690	0.6511673173
691	0.6507633005
692	0.6503303541
693	0.6497355522
694	0.6493043148
695	0.6488909321
696	0.6485774307
697	0.6483538872
698	0.6478604045
699	0.6475674799
700	0.6472322929
701	0.6468973475
702	0.6464193824
703	0.6461502749
704	0.6458216874
705	0.6453993661
706	0.6449875298
707	0.6446647185
708	0.6444472235
709	0.6439835768
710	0.643615606
711	0.6431671996
712	0.6427994013
713	0.6423904047
714	0.6418608837
715	0.6416470206
716	0.6413461523
717	0.6410635079
718	0.6405940678
719	0.6402119929
720	0.6398770615
721	0.639467042
722	0.6391740232
723	0.6389200024
724	0.6387083532
725	0.6382922018
726	0.6380008617
727	0.6376934016
728	0.6373754809
729	0.6367650831
730	0.6364242601
731	0.6360865547
732	0.6356738608
733	0.6354455799
734	0.6344744353
735	0.6340977112
736	0.6337978898
737	0.6333395745
738	0.6331010073
739	0.6328930557
740	0.6326163544
741	0.6323276903
742	0.6319441534
743	0.6315484146
744	0.6310535648
745	0.6306894658
746	0.630441279
747	0.6299983724
748	0.6297521505
749	0.6293268854
750	0.6289467989
751	0.6286291944
752	0.6283630218
753	0.6280359987
754	0.6277277932
755	0.6274031754
756	0.627085517
757	0.6267876363
758	0.6264717345
759	0.6262117363
760	0.625614657
761	0.6252790334
762	0.6250159917
763	0.6247029316
764	0.624273612
765	0.6239257842
766	0.6236936194
767	0.623389394
768	0.6230839394
769	0.6225302224
770	0.6222697026
771	0.6219420894
772	0.6216169401
773	0.6212880708
774	0.6211074766
775	0.6208696163
776	0.620553311
777	0.6200224121
778	0.6197567406
779	0.6194109578
780	0.6191818837
781	0.6189844583
782	0.6187322738
783	0.6181903722
784	0.6178290485
785	0.6175446467
786	0.6172537668
787	0.616920907
788	0.6166899752
789	0.6164187804
790	0.6160520315
791	0.6157541825
792	0.6154843261
793	0.6150341776
794	0.6148000198
795	0.614552218
796	0.6142957236
797	0.6140858335
798	0.6138120036
799	0.6135622301
800	0.6132514544
801	0.6129347775
802	0.6122927948
803	0.6119177957
804	0.6115949816
805	0.6113112634
806	0.6109369394
807	0.6105985206
808	0.6103969797
809	0.6100999297
810	0.6098414622
811	0.6095726627
812	0.609321649
813	0.6091256507
814	0.6088019674
815	0.6084753375
816	0.6082062726
817	0.6079054519
818	0.6077255477
819	0.6074947965
820	0.6073023308
821	0.6069925209
822	0.6064986157
823	0.6062209477
824	0.605955683
825	0.6057324209
826	0.6054918543
827	0.6052709336
828	0.604747922
829	0.6043914142
830	0.6040815804
831	0.6037515629
832	0.6035075834
833	0.6032457089
834	0.6025430823
835	0.6023870578
836	0.6020655883
837	0.601773496
838	0.601540577
839	0.6012453815
840	0.6009648223
841	0.6007403253
842	0.6005273249
843	0.6002789379
844	0.5999862496
845	0.5997005591
846	0.599273184
847	0.5990355192
848	0.598797456
849	0.5985221838
850	0.5982485482
851	0.5980215792
852	0.5977784148
853	0.5975352277
854	0.5971178736
855	0.5968920891
856	0.5966569083
857	0.5964378285
858	0.5961011597
859	0.5958267735
860	0.5956035372
861	0.5953639106
862	0.5951470312
863	0.5948413901
864	0.5945771526
865	0.5942820153
866	0.5940293173
867	0.5937407497
868	0.5935144589
869	0.593343782
870	0.5928739429
871	0.5926870358
872	0.5924883205
873	0.5921068975
874	0.5918881155
875	0.5915758145
876	0.5912194837
877	0.5909806336
878	0.5905969392
879	0.5902707706
880	0.5899407115
881	0.589634495
882	0.5893712584
883	0.5889455688
884	0.588689834
885	0.5883810241
886	0.5881357313
887	0.5879181675
888	0.5877154285
889	0.5874071178
890	0.5870675519
891	0.5867840972
892	0.58654367
893	0.5862982992
894	0.5860911014
895	0.5857755601
896	0.5855778078
897	0.5853462055
898	0.5850946924
899	0.5848917821
900	0.5847081213
901	0.5843902678
902	0.5841586448
903	0.5839638128
904	0.5837608532
905	0.5835458433
906	0.5832474914
907	0.5830420078
908	0.5828141702
909	0.5825990359
910	0.5822874576
911	0.5820234381
912	0.581798906
913	0.5816502576
914	0.5813990687
915	0.5811523353
916	0.5808425064
917	0.5806772359
918	0.5804641412
919	0.5801858215
920	0.5795403591
921	0.5792264351
922	0.5790090451
923	0.5786971322
924	0.5783672887
925	0.5780606835
926	0.5778340732
927	0.5776471694
928	0.5774439785
929	0.5772007096
930	0.5769408212
931	0.5766111358
932	0.5763569477
933	0.5761257859
934	0.575938127
935	0.5757318869
936	0.5755268438
937	0.5753362197
938	0.5751155028
939	0.5748398339
940	0.5746459391
941	0.5744435784
942	0.574113055
943	0.5738753007
944	0.573523462
945	0.5731819143
946	0.5729538649
947	0.5726462288
948	0.572469831
949	0.5722399942
950	0.5719688092
951	0.5717517954
952	0.5715557223
953	0.5713609438
954	0.5711817775
955	0.5709847801
956	0.5707148424
957	0.5704706293
958	0.5702569366
959	0.5700800741
960	0.5698635183
961	0.5696051262
962	0.5693043141
963	0.5690824293
964	0.5688769662
965	0.5685381787
966	0.5680812052
967	0.5679094312
968	0.5677070037
969	0.5674255165
970	0.5671473541
971	0.5669485713
972	0.5668370365
973	0.5666433398
974	0.5664741165
975	0.5662886119
976	0.5659433425
977	0.5656460787
978	0.5653541847
979	0.5651161438
980	0.5649396828
981	0.5647364603
982	0.5644708719
983	0.5642526416
984	0.5640104935
985	0.5632606618
986	0.56303691
987	0.5627968552
988	0.5625845328
989	0.5624313922
990	0.5621599162
991	0.5618784896
992	0.5616698463
993	0.5614758393
994	0.5613329051
995	0.5611741257
996	0.5606749887
997	0.5604355801
998	0.5602686325
999	0.5600084373
